,text,metadata
72,"Insurance information (including medical, pharmacy, and dental insurance cards)
Family doctor’s name, address, phone, fax, and email address
Name of the doctor your insurance company assigned as your child’s primary care physician (including address, phone, fax, and email address)
What to Bring checklist","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/your-first-visit.html', 'retrieved_at': '2025-09-29T19:30:00.065491', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Documents to bring with you', 'super_section': None}"
73,"Your first visit to St. Jude may take longer than usual as St. Jude staff gather necessary information from you. After we have your child’s information, a staff member will begin your child’s medical chart. If you have other children, we encourage you to leave them at home if you can.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/your-first-visit.html', 'retrieved_at': '2025-09-29T19:30:00.065491', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'First visit expectations', 'super_section': None}"
74,"Each time you visit, Patient Registration or clinic staff will give your child an identification (ID) armband. This keeps your child safe and lets us know who is on campus that day.
Please remove the ID armband when your child leaves campus for the day.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/your-first-visit.html', 'retrieved_at': '2025-09-29T19:30:00.065491', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Patient identification', 'super_section': None}"
75,Patient Registration staff will give you a schedule card that lists the areas your child needs to visit that day. You can also log in toSt. Jude MyChartto view your child’s schedule.,"{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/your-first-visit.html', 'retrieved_at': '2025-09-29T19:30:00.065491', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Your child’s schedule', 'super_section': None}"
76,"If you have changes in your phone number, address, insurance, emergency contacts, or other important details, please update your information inSt. Jude MyChartor contact Patient Registration:
If you are in the hospital, dial 2010.
If you are in the hospital, dial 2010.
If you are in Memphis, dial901-595-2010.
If you are in Memphis, dial901-595-2010.
If you are outside the Memphis area, call1-866-278-5833,ext. 2010.
If you are outside the Memphis area, call1-866-278-5833,ext. 2010.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/your-first-visit.html', 'retrieved_at': '2025-09-29T19:30:00.065491', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'How to update personal information', 'super_section': None}"
77,"Before your child begins treatment, the staff will ask you to read and sign a general consent form. By signing this form, you allow the St. Jude staff to do tests that can help us learn (or confirm) which illness affects your child.
When test results come back, a St. Jude doctor will meet with you to discuss the findings and treatment options. At this time, you will hear about anyclinical trialsthat may be open to your child.
If you agree to the suggested treatment plan, a staff member will ask you to sign a second set of consent forms. These forms say that you choose to sign your child up for a clinical research study and that you agree to the treatment your child will receive.Learn about taking part in clinical research.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/your-first-visit.html', 'retrieved_at': '2025-09-29T19:30:00.065491', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Understanding and signing consent forms', 'super_section': None}"
78,"It is important that you understand all consent forms and proposed treatments. If you have trouble reading or understanding these forms, please tell the staff. We want you to ask as many questions as necessary to understand the information.
As your child’s treatment progresses, you might be asked to sign other consent forms for certain tests and treatments.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/your-first-visit.html', 'retrieved_at': '2025-09-29T19:30:00.065491', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Understanding and signing consent forms', 'super_section': None}"
79,"St. Jude has a research participant advocate to help answer questions about your rights if you and your child choose to take part in a research study.
To reach the research participant advocate, call901-258-3849or901-355-8242.
If you are outside the Memphis area, dial toll-free1-866-278-5833, ext. 3849 or 8242. You may also email them atresearchparticipantadvocate@stjude.org.
Share
Post
Email
Print","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/your-first-visit.html', 'retrieved_at': '2025-09-29T19:30:00.065491', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Research participant advocate', 'super_section': None}"
80,"St. Jude Family of Websites
Explore our cutting edge research, world-class patient care, career opportunities and more.
St. Jude Children's Research Hospital Home
ResearchSt. Jude ResearchProgress: A Digital MagazineResearch & Clinical FacultySt. Jude CloudChildhood Cancer Survivor Study
St. Jude Research
Progress: A Digital Magazine
Research & Clinical Faculty
St. Jude Cloud
Childhood Cancer Survivor Study
CareersCareers at St. JudeHave More in Memphis
Careers at St. Jude
Have More in Memphis
Patient InformationCare & Treatment at St. JudeTogether by St. Jude™ online resourceLong-Term Follow-Up StudySt. Jude LIFE
Care & Treatment at St. Jude
Together by St. Jude™ online resource
Long-Term Follow-Up Study
St. Jude LIFE","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Shuttle Schedule | St. Jude Care & Treatment', 'super_section': None}"
81,"Together by St. Jude™ online resource
Long-Term Follow-Up Study
St. Jude LIFE
Education & OutreachEducation & Training at St. JudeSt. Jude Graduate School of Biomedical SciencesSt. Jude Global
Education & Training at St. Jude
St. Jude Graduate School of Biomedical Sciences
St. Jude Global
FundraisingGet InvolvedWays to Give
Get Involved
Ways to Give
Menu
Close
Patient & Family ResourcesHow to Seek TreatmentAffiliate ProgramInformation for New PatientsSt. Jude MyChartPatient Family Centered CareFamily CommonsPatient Education ResourcesHow to Request Medical Records
How to Seek Treatment
Affiliate Program
Information for New Patients
St. Jude MyChart
Patient Family Centered Care
Family Commons
Patient Education Resources
How to Request Medical Records","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Shuttle Schedule | St. Jude Care & Treatment', 'super_section': None}"
82,"Family Commons
Patient Education Resources
How to Request Medical Records
Campus InformationClinics & ServicesHousingTransportationShuttle ScheduleVisiting MemphisPlaces to EatConcierge ServicesContact Directory
Clinics & Services
Housing
Transportation
Shuttle Schedule
Visiting Memphis
Places to Eat
Concierge Services
Contact Directory
Life Beyond St. JudeWhat to Expect after TreatmentGoing HomeHow to Transition to Adult CareCare for Childhood Cancer Survivors
What to Expect after Treatment
Going Home
How to Transition to Adult Care
Care for Childhood Cancer Survivors
All Diseases Treated at  St. Jude
Childhood CancersLeukemias and LymphomasBrain and Spine TumorsSolid Tumors
Leukemias and Lymphomas
Brain and Spine Tumors
Solid Tumors
Blood DisordersSickle Cell
Sickle Cell","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Shuttle Schedule | St. Jude Care & Treatment', 'super_section': None}"
83,"Brain and Spine Tumors
Solid Tumors
Blood DisordersSickle Cell
Sickle Cell
Immune Disorders
Infectious Diseases
Neurological Disorders
Genetic Predisposition Syndromes
Types of TreatmentBone Marrow TransplantChemotherapyImmunotherapyProton TherapyRadiation TherapySurgery
Bone Marrow Transplant
Chemotherapy
Immunotherapy
Proton Therapy
Radiation Therapy
Surgery
Clinics & Services
Clinical Initiatives
Affiliate Program
Quality and Patient Safety
Open Clinical Trials
Clinical Trial Results
About Clinical Research
Childhood Cancer Clinical TrialsLeukemia/LymphomaBrain and Spine TumorSolid Tumor
Leukemia/Lymphoma
Brain and Spine Tumor
Solid Tumor
Blood Disorder Clinical TrialsSickle Cell
Sickle Cell
Immune Disorder Clinical Trials
Infectious Diseases Clinical TrialsHIV
HIV","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Shuttle Schedule | St. Jude Care & Treatment', 'super_section': None}"
84,"Immune Disorder Clinical Trials
Infectious Diseases Clinical TrialsHIV
HIV
Neurological Disorder Clinical Trials
Genetic Syndrome Clinical Trials
How to Refer a PatientRequest a consult
Request a consult
How to Seek Treatment
How to Monitor a Patient's Progress
Physician Patient Referral Office
St. Jude offers free shuttle bus services to you and your child so that you can get to and from appointments.
Shuttle buses run from St. Jude Children’s Research Hospital to patient lodging facilities. They also go to participating hotels and the airport upon request.
Shuttle buses run every 30 minutes between St. Jude and all housing facilities:
Weekdays: 6 a.m.–7 p.m.
Weekends: 7 a.m.–4 p.m.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Shuttle Schedule | St. Jude Care & Treatment', 'super_section': None}"
85,"Weekdays: 6 a.m.–7 p.m.
Weekends: 7 a.m.–4 p.m.
Check with your housing facility for specific departure and arrival times. You may also visit the Shuttle Tracker in theOur St. Jude patient appto see locations and track the shuttle you need.
If you and your family are going to the airport on a St. Jude shuttle bus, you will be notified in the Our St. Jude patient app when your ride is live to track.
Shuttle bus schedules are also available at the Guest Services desk in the Patient Care Center (PCC) lobby and at the front desk of the housing facilities.
To request a shuttle bus ride to participating hotels, call Transportation Dispatch at901-595-4856.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Shuttle Schedule | St. Jude Care & Treatment', 'super_section': None}"
86,"Please follow these guidelines to make all riders safe and comfortable:
No smoking or vaping on shuttle buses.
No eating and drinking. Food and drink should be kept in sealed containers to prevent spills.
Seat belts must be worn at all times.
Children under 4 years old must ride in child-restraint seats. Children 4–8 years old who are less than 5 feet tall must ride in booster seats. Child safety seats are available on all shuttles.
Adults must ride with children who are younger than age 16.
Shuttle bus drivers provide rides only to patient lodging and the hospital.
If you call for a special pick-up, please meet the shuttle bus at the correct time and place.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Guidelines for hospital shuttle bus use', 'super_section': None}"
87,"If your child hasurgent, acute needsafter regular St. Jude hours, and requires an unscheduled visit, call the Infusion Center at901-595-2441before going to the hospital.
The Infusion Center will assess your child’s needs.If your child is told to come to the Infusion Center, the nurse can set up transportation.After hours, patients who do not have an emergency can also call Transportation Dispatch,901-595-4856, for transportation.
If your child is told to come to the Infusion Center, the nurse can set up transportation.
After hours, patients who do not have an emergency can also call Transportation Dispatch,901-595-4856, for transportation.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Special transport requests', 'super_section': None}"
88,"If the situation is an emergency, the Infusion Center may advise that you go directly to a local hospital emergency room.Note that St. Jude does not have an emergency room.You should arrange your own transportation to the emergency room or call911.
Note that St. Jude does not have an emergency room.
You should arrange your own transportation to the emergency room or call911.
If your child is in isolation, do not take the regular St. Jude shuttle bus. Please schedule your shuttle bus ride with Patient Services at901-595-4501.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Special transport requests', 'super_section': None}"
89,"Information about shuttle bus service to Walmart, Kroger, and Target is available at patient housing facilities.
Find out how to get groceries, meals, drug store items, and other services fromBest Upon Request Concierge Serviceand St. Jude Patient Services.
BEST Concierge Service operates:
Monday through Friday, 8 a.m.–7 p.m.
Saturday and Sunday, 9 a.m.–5:30 p.m.
To reach the BEST Concierge Service, call901-595-4000. You may also call toll-free 1-866-278-5833 and ask to be connected to the Concierge Services desk, or emailconciergeservices@stjude.org. You can also stop by the Guest Services desk in the Patient Care Center lobby or Chili’s Care Center lobby.
Patient Services operates:
Monday through Thursday, 7 a.m.–9 p.m.
Friday, 7 a.m.–6 p.m.
Sunday, 5–9 p.m.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Learn more', 'super_section': None}"
90,"Monday through Thursday, 7 a.m.–9 p.m.
Friday, 7 a.m.–6 p.m.
Sunday, 5–9 p.m.
Closed on Saturdays and holidays
To reach Patient Services in Memphis, call901-595-4501. If you are outside Memphis, call toll-free 1-866-278-5833, extension 4501.
Best Upon Request Concierge Service
Housing
Patient App
Share
Post
Email
Print","{'source_url': 'https://www.stjude.org/treatment/patient-resources/while-here/shuttle-schedule.html', 'retrieved_at': '2025-09-29T19:30:00.552005', 'title': 'Shuttle Schedule | St. Jude Care & Treatment', 'section': 'Learn more', 'super_section': None}"
91,"St. Jude Family of Websites
Explore our cutting edge research, world-class patient care, career opportunities and more.
St. Jude Children's Research Hospital Home
ResearchSt. Jude ResearchProgress: A Digital MagazineResearch & Clinical FacultySt. Jude CloudChildhood Cancer Survivor Study
St. Jude Research
Progress: A Digital Magazine
Research & Clinical Faculty
St. Jude Cloud
Childhood Cancer Survivor Study
CareersCareers at St. JudeHave More in Memphis
Careers at St. Jude
Have More in Memphis
Patient InformationCare & Treatment at St. JudeTogether by St. Jude™ online resourceLong-Term Follow-Up StudySt. Jude LIFE
Care & Treatment at St. Jude
Together by St. Jude™ online resource
Long-Term Follow-Up Study
St. Jude LIFE","{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Spiritual Care Services | St. Jude Care & Treatment', 'super_section': None}"
92,"Together by St. Jude™ online resource
Long-Term Follow-Up Study
St. Jude LIFE
Education & OutreachEducation & Training at St. JudeSt. Jude Graduate School of Biomedical SciencesSt. Jude Global
Education & Training at St. Jude
St. Jude Graduate School of Biomedical Sciences
St. Jude Global
FundraisingGet InvolvedWays to Give
Get Involved
Ways to Give
Menu
Close
Patient & Family ResourcesHow to Seek TreatmentAffiliate ProgramInformation for New PatientsSt. Jude MyChartPatient Family Centered CareFamily CommonsPatient Education ResourcesHow to Request Medical Records
How to Seek Treatment
Affiliate Program
Information for New Patients
St. Jude MyChart
Patient Family Centered Care
Family Commons
Patient Education Resources
How to Request Medical Records","{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Spiritual Care Services | St. Jude Care & Treatment', 'super_section': None}"
93,"Family Commons
Patient Education Resources
How to Request Medical Records
Campus InformationClinics & ServicesHousingTransportationShuttle ScheduleVisiting MemphisPlaces to EatConcierge ServicesContact Directory
Clinics & Services
Housing
Transportation
Shuttle Schedule
Visiting Memphis
Places to Eat
Concierge Services
Contact Directory
Life Beyond St. JudeWhat to Expect after TreatmentGoing HomeHow to Transition to Adult CareCare for Childhood Cancer Survivors
What to Expect after Treatment
Going Home
How to Transition to Adult Care
Care for Childhood Cancer Survivors
All Diseases Treated at  St. Jude
Childhood CancersLeukemias and LymphomasBrain and Spine TumorsSolid Tumors
Leukemias and Lymphomas
Brain and Spine Tumors
Solid Tumors
Blood DisordersSickle Cell
Sickle Cell","{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Spiritual Care Services | St. Jude Care & Treatment', 'super_section': None}"
94,"Brain and Spine Tumors
Solid Tumors
Blood DisordersSickle Cell
Sickle Cell
Immune Disorders
Infectious Diseases
Neurological Disorders
Genetic Predisposition Syndromes
Types of TreatmentBone Marrow TransplantChemotherapyImmunotherapyProton TherapyRadiation TherapySurgery
Bone Marrow Transplant
Chemotherapy
Immunotherapy
Proton Therapy
Radiation Therapy
Surgery
Clinics & Services
Clinical Initiatives
Affiliate Program
Quality and Patient Safety
Open Clinical Trials
Clinical Trial Results
About Clinical Research
Childhood Cancer Clinical TrialsLeukemia/LymphomaBrain and Spine TumorSolid Tumor
Leukemia/Lymphoma
Brain and Spine Tumor
Solid Tumor
Blood Disorder Clinical TrialsSickle Cell
Sickle Cell
Immune Disorder Clinical Trials
Infectious Diseases Clinical TrialsHIV
HIV","{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Spiritual Care Services | St. Jude Care & Treatment', 'super_section': None}"
95,"Immune Disorder Clinical Trials
Infectious Diseases Clinical TrialsHIV
HIV
Neurological Disorder Clinical Trials
Genetic Syndrome Clinical Trials
How to Refer a PatientRequest a consult
Request a consult
How to Seek Treatment
How to Monitor a Patient's Progress
Physician Patient Referral Office
Spiritual Care Services provides spiritual and religious support for St. Jude patients and families.","{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Spiritual Care Services | St. Jude Care & Treatment', 'super_section': None}"
96,"Spiritual Care Services provides spiritual and religious support to promote the spiritual well-being of patients and families through their time at St. Jude.
Our chaplains are here to listen, pray, or talk about spiritual questions in ways that respect everyone’s unique spiritual expression. Our goal is to:
Assist patients and families with religious, spiritual, and emotional issues
Offer access to important rituals and sacraments
Have spiritually supportive conversations
Help families experience their spirituality as a source of strength and encouragement
Offer grief and other counseling
Provide books and materials
Connect patients and families to local churches, synagogues, mosques, and other religious groups","{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Services we provide', 'super_section': None}"
97,Help health care providers understand how religious or spiritual factors affect the way patients and families approach illness and treatment,"{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Services we provide', 'super_section': None}"
98,"Spiritual Care Services chaplains often have an introductory meeting with patients and families. They are also available throughout treatment upon request. We accept referrals from patients, their close family members, patient caregivers, and hospital staff.","{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'What to expect', 'super_section': None}"
99,Our chaplains do not try to change your beliefs. We will help you connect to the religious and spiritual care services and support of your choice. Our goal is to meet you where you are.,"{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Your spiritual care team', 'super_section': None}"
100,"St. Jude has 4 sacred spaces:
Patient Care Center first floor near the south waiting room
Danny Thomas/ALSAC Pavilion
Family Commons
The Domino’s Village
To request prayer, emailprayer@stjude.org.
Find your way with the Our St. Jude app
Share
Post
Email
Print","{'source_url': 'https://www.stjude.org/treatment/services/clinics-and-services/spiritual-care-services.html', 'retrieved_at': '2025-09-29T19:30:01.740869', 'title': 'Spiritual Care Services | St. Jude Care & Treatment', 'section': 'Learn more', 'super_section': None}"
101,"As a patient ofSt. JudeChildren’s Research Hospital, I have these responsibilities:","{'source_url': 'https://www.stjude.org/patient-experience/resources-families/privacy-legal/patient-responsibilities.html', 'retrieved_at': '2025-09-29T19:30:02.217981', 'title': 'Patient Responsibilities - St. Jude Children’s Research Hospital', 'section': 'Patient Responsibilities - St. Jude Children’s Research Hospital', 'super_section': None}"
102,"To pay attention to changes in my body and how I feel and tell the staff so they will know, too.
To ask questions if I do not understand something that is being done for me or not done for me, including any changes in my care plan.
To tell staff what they need to know to take care of me, including past medical history.
To let the staff know anything that I am taking in addition to the medicines I get atSt. Jude.
To let the staff or someone know if I feel abused, neglected, harassed, unsafe, or have experienced incorrect behavior.
To ensure that the hospital has a copy of my written advance directive if I have one.
To bring a copy of custody paperwork identifying the legal decision maker for health care consent purposes.","{'source_url': 'https://www.stjude.org/patient-experience/resources-families/privacy-legal/patient-responsibilities.html', 'retrieved_at': '2025-09-29T19:30:02.217981', 'title': 'Patient Responsibilities - St. Jude Children’s Research Hospital', 'section': 'Provide and Request Information', 'super_section': None}"
103,"To cooperate with the hospital staff in my treatment, come to scheduled appointments (or let staff know), and follow staff directions.
To come prepared for appointments based on my needs and the staff's requests.
To follow the hospital rules as they have been told to me and ask for help when I do not understand them.
To take part in my treatment-related care, and ask questions when I do not understand.","{'source_url': 'https://www.stjude.org/patient-experience/resources-families/privacy-legal/patient-responsibilities.html', 'retrieved_at': '2025-09-29T19:30:02.217981', 'title': 'Patient Responsibilities - St. Jude Children’s Research Hospital', 'section': 'Cooperate', 'super_section': None}"
104,"To be polite and thoughtful about other people's needs, including being alone, having privacy, and having quiet time.
To help maintain a calm, safe environment for myself and for all patients, and to let staff know when I need help with this.
To be considerate and respectful of other patients and staff.
To express my feelings in a way that helps me and does not hurt others.
St. Judecomplies with the provisions of Title VI of the Civil Rights Act of 1964, Section 504 of the Rehabilitation Act of 1973, and the Americans with Disabilities Act.","{'source_url': 'https://www.stjude.org/patient-experience/resources-families/privacy-legal/patient-responsibilities.html', 'retrieved_at': '2025-09-29T19:30:02.217981', 'title': 'Patient Responsibilities - St. Jude Children’s Research Hospital', 'section': 'Respect', 'super_section': None}"
105,"St. Jude Family of Websites
Explore our cutting edge research, world-class patient care, career opportunities and more.
St. Jude Children's Research Hospital Home
ResearchSt. Jude ResearchProgress: A Digital MagazineResearch & Clinical FacultySt. Jude CloudChildhood Cancer Survivor Study
St. Jude Research
Progress: A Digital Magazine
Research & Clinical Faculty
St. Jude Cloud
Childhood Cancer Survivor Study
CareersCareers at St. JudeHave More in Memphis
Careers at St. Jude
Have More in Memphis
Patient InformationCare & Treatment at St. JudeTogether by St. Jude™ online resourceLong-Term Follow-Up StudySt. Jude LIFE
Care & Treatment at St. Jude
Together by St. Jude™ online resource
Long-Term Follow-Up Study
St. Jude LIFE","{'source_url': 'https://www.stjude.org/treatment/patient-resources/before-arrival/what-to-bring.html', 'retrieved_at': '2025-09-29T19:30:02.817262', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Information for New Patients | St. Jude Care & Treatment', 'super_section': None}"
106,"Together by St. Jude™ online resource
Long-Term Follow-Up Study
St. Jude LIFE
Education & OutreachEducation & Training at St. JudeSt. Jude Graduate School of Biomedical SciencesSt. Jude Global
Education & Training at St. Jude
St. Jude Graduate School of Biomedical Sciences
St. Jude Global
FundraisingGet InvolvedWays to Give
Get Involved
Ways to Give
Menu
Close
Patient & Family ResourcesHow to Seek TreatmentAffiliate ProgramInformation for New PatientsSt. Jude MyChartPatient Family Centered CareFamily CommonsPatient Education ResourcesHow to Request Medical Records
How to Seek Treatment
Affiliate Program
Information for New Patients
St. Jude MyChart
Patient Family Centered Care
Family Commons
Patient Education Resources
How to Request Medical Records","{'source_url': 'https://www.stjude.org/treatment/patient-resources/before-arrival/what-to-bring.html', 'retrieved_at': '2025-09-29T19:30:02.817262', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Information for New Patients | St. Jude Care & Treatment', 'super_section': None}"
107,"Family Commons
Patient Education Resources
How to Request Medical Records
Campus InformationClinics & ServicesHousingTransportationShuttle ScheduleVisiting MemphisPlaces to EatConcierge ServicesContact Directory
Clinics & Services
Housing
Transportation
Shuttle Schedule
Visiting Memphis
Places to Eat
Concierge Services
Contact Directory
Life Beyond St. JudeWhat to Expect after TreatmentGoing HomeHow to Transition to Adult CareCare for Childhood Cancer Survivors
What to Expect after Treatment
Going Home
How to Transition to Adult Care
Care for Childhood Cancer Survivors
All Diseases Treated at  St. Jude
Childhood CancersLeukemias and LymphomasBrain and Spine TumorsSolid Tumors
Leukemias and Lymphomas
Brain and Spine Tumors
Solid Tumors
Blood DisordersSickle Cell
Sickle Cell","{'source_url': 'https://www.stjude.org/treatment/patient-resources/before-arrival/what-to-bring.html', 'retrieved_at': '2025-09-29T19:30:02.817262', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Information for New Patients | St. Jude Care & Treatment', 'super_section': None}"
108,"Brain and Spine Tumors
Solid Tumors
Blood DisordersSickle Cell
Sickle Cell
Immune Disorders
Infectious Diseases
Neurological Disorders
Genetic Predisposition Syndromes
Types of TreatmentBone Marrow TransplantChemotherapyImmunotherapyProton TherapyRadiation TherapySurgery
Bone Marrow Transplant
Chemotherapy
Immunotherapy
Proton Therapy
Radiation Therapy
Surgery
Clinics & Services
Clinical Initiatives
Affiliate Program
Quality and Patient Safety
Open Clinical Trials
Clinical Trial Results
About Clinical Research
Childhood Cancer Clinical TrialsLeukemia/LymphomaBrain and Spine TumorSolid Tumor
Leukemia/Lymphoma
Brain and Spine Tumor
Solid Tumor
Blood Disorder Clinical TrialsSickle Cell
Sickle Cell
Immune Disorder Clinical Trials
Infectious Diseases Clinical TrialsHIV
HIV","{'source_url': 'https://www.stjude.org/treatment/patient-resources/before-arrival/what-to-bring.html', 'retrieved_at': '2025-09-29T19:30:02.817262', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Information for New Patients | St. Jude Care & Treatment', 'super_section': None}"
109,"Immune Disorder Clinical Trials
Infectious Diseases Clinical TrialsHIV
HIV
Neurological Disorder Clinical Trials
Genetic Syndrome Clinical Trials
How to Refer a PatientRequest a consult
Request a consult
How to Seek Treatment
How to Monitor a Patient's Progress
Physician Patient Referral Office
Having a child with a serious disease can be overwhelming, but we are here to help and support you every step of the way.
At St. Jude, our doctors, nurses, and health care staff have one focus—your child. We are here for you and your family. Learn what to expect and what is available for you as a new patient family.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/before-arrival/what-to-bring.html', 'retrieved_at': '2025-09-29T19:30:02.817262', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Information for New Patients | St. Jude Care & Treatment', 'super_section': None}"
110,"It can be overwhelming to have a child with a serious disease. We want you to know that we are here for you every step of the way.
St. Jude offers a wide range of support services, including:
Communication Needs: Translation and Interpretation
Child Life
Social Work
Spiritual Care Services
Best Upon Request Concierge Service","{'source_url': 'https://www.stjude.org/treatment/patient-resources/before-arrival/what-to-bring.html', 'retrieved_at': '2025-09-29T19:30:02.817262', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'Support for new patient families', 'super_section': None}"
111,"St. Jude MyChartis the home of your child’s electronic health records. It includes your child’s schedule, care team information, and prescription refill requests.
There are 3 ways to sign up for a St. Jude MyChart account:
Fill out thisonline form. Someone from St. Jude will then contact you.
Sign up in person:At Patient RegistrationAt the In the Know Desk in Family Commons
At Patient Registration
At the In the Know Desk in Family Commons
Call the MyChart helpline to request access:901-595-4636.
After requesting access to MyChart, you will get a text message or an email with a security code. Use this code to complete the online registration form and set up your account.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/before-arrival/what-to-bring.html', 'retrieved_at': '2025-09-29T19:30:02.817262', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'St. Jude MyChart', 'super_section': None}"
112,"When filling out the registration form, parents and caregivers should use their date of birth and not the patient’s. If you are a patient filling out the registration form, use your own date of birth.
After your account is set up, visit the app store to download the MyChart andOur St. Judeapps.","{'source_url': 'https://www.stjude.org/treatment/patient-resources/before-arrival/what-to-bring.html', 'retrieved_at': '2025-09-29T19:30:02.817262', 'title': 'Information for New Patients | St. Jude Care & Treatment', 'section': 'St. Jude MyChart', 'super_section': None}"
