id,text,metadata
65,"Often when treatment ends, people think: “Treatment is over, you’re fine.” But you may not be fine.
In some cases, parents may experience “survivor’s guilt” when their child has survived when other patients did not.
It is important to monitor your own emotional health.
Each member of Melissa’s family went through counseling at one time or another. Each had different struggles. Talking with family and friends is also helpful, Melissa said, but a counselor has academic knowledge and professional expertise to help family members deal with challenges.
“Going to counseling helped me.” Melissa said. “I realized my thoughts were normal, that I wasn’t crazy.”","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/parents/parents-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:08.046586', 'title': 'For Parents, A Child Going Off Therapy Brings Both Joy and Anxiety - Together by St. Jude™', 'section': 'Taking charge of emotional health', 'super_section': None}"
66,"Counseling also taught Melissa to take time for herself, along with time with her husband to give attention to theirmarriage. These issues often get neglected when your child is going through cancer treatment.
“Counseling taught me not to be too hard on myself,” Melissa said. “I felt like ‘I’m Mom I’m supposed to do all these things.’ But you can’t. Create time for yourself. Create time as a couple. Find time for each other. Give yourself some grace.”
—Reviewed: April 2019","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/parents/parents-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:08.046586', 'title': 'For Parents, A Child Going Off Therapy Brings Both Joy and Anxiety - Together by St. Jude™', 'section': 'Give yourself time', 'super_section': None}"
67,"Managing GuiltGuilt is a common feeling for parents of children with a serious illness. Parents may feel powerless or blame themselves. Learn ways to help manage guilt.
Guilt is a common feeling for parents of children with a serious illness. Parents may feel powerless or blame themselves. Learn ways to help manage guilt.
Chaplains and Spiritual CareA chaplain is a care team member who works with patients and families to support spiritual well-being during illness. Learn about chaplains and spiritual care.
A chaplain is a care team member who works with patients and families to support spiritual well-being during illness. Learn about chaplains and spiritual care.
Transition Off Childhood Cancer TreatmentFinishing treatment can be a time of mixed emotions. Learn what to expect and strategies to adjust emotionally.
Finishing treatment can be a time of mixed emotions. Learn what to expect and strategies to adjust emotionally.","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/parents/parents-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:08.046586', 'title': 'For Parents, A Child Going Off Therapy Brings Both Joy and Anxiety - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
68,"As a childhood cancer patient, you look forward to the day cancer treatment is over.
But it is hard to predict how the experience will affect you emotionally. Many patients do not realize they are having emotional effects until after treatment ends.
Life will not be exactly the same as it was before cancer. As a childhood cancer patient, you have gone through experiences that are rare for people the same age.","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'super_section': None}"
69,"In some ways, you will be more mature. You may think what your friends worry about is trivial. Dealing with cancer clarifies what is truly important in life.
In other situations, you may have some catching up to do. You may have missed some important milestones such as making the transition to middle school, learning to drive, or how to hang out with friends your own age. While you’ve been in cancer treatment, your friends at school have moved on with their lives. You may have some difficulty connecting. Give it some time.
Look for ways to get involved in social activities with peers:
Join clubs that interest you at school.
Look for opportunities to volunteer in your community.
Get involved in pastimes that keep you active such as sports, band, outdoor recreation, and dance.","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'How cancer may change things', 'super_section': None}"
70,"Being a cancer patient may have caused you to be more dependent on your parents than you would have been otherwise.
Parents may become overprotective.
These types of situations may cause friction as you seek to become more independent.","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'Relationship with parents', 'super_section': None}"
71,"You may not know how you will want to talk about your cancer treatment with other people in your life.
Some cancer patients want to be open about their experiences as a cancer patient.
Others do not want to think or talk about cancer anymore.
Many young people fall somewhere in between.
Childhood cancer survivors often say they do not want to be defined by their disease. They don’t want to be the “cancer kid.” They want to be known for who they are outside cancer.","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'Talking with others about cancer', 'super_section': None}"
72,Childhood Cancer International (CCI) has created the Childhood Cancer Survivors' Global Network.,"{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'SurNet: A Global Network for', 'super_section': None}"
73,"You can expect to experience a wide range of emotions. It is normal to feel:
Excitement over treatment ending
Nervousness about the future
Sadness over not seeing your care team and friends at the hospital regularly
Worry that you mayrelapse
Survivor’s guilt – guilt that you survived when other patients did not
Concern over physical appearance
Awkwardness in social situations","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'Take charge of emotional health', 'super_section': None}"
74,"As you approach the end of treatment and make the transition back home, talk about your feelings with your care team.Psychologists,social workers,child life specialists, andchaplainscan be helpful. They can also refer you to support groups where you can talk to other patients and survivors about what you’re going through.
At times, worry and stress can lead toemotional problems. Symptoms to be concerned about include:
Low mood that lasts several days
Feelings of sadness that do not go away
Problems with sleep
Constant worry
Less interest in activities
If you are experiencing any of these symptoms, reach out to your care teams — both at home and at the pediatric center where you received treatment.
Every center is different, but you may be able to continue to receive counseling through the pediatric center even after you have finished cancer treatments.
Your care team at home can recommend professionals in your community. It is a good idea to check with your insurance company to make sure the counseling iscovered by insurance. The social work department at your pediatric center can assist you and help locate free or low-cost programs if your insurance does not cover mental health services.
""I didn't cry much while I was going through my treatments, but I wish I had. It was such a troubling time and it really discouraged me, because I felt like I couldn't do anything. It made me feel helpless. It is OK to need help. It is okay to have a moment of doubt. As long as you get up, that's all that matters. Have faith that you can do whatever you want to.""
Briana","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'Reach out for help', 'super_section': None}"
75,"Returning to schoolafter treatment is one of the most important milestones for childhood cancer patients. Many patients can attend school while still in treatment. They are encouraged to return to school as soon as they are medically able.
But the school experience may be different for you after you have been through cancer treatment. You may notice differences in how you learn, think, and process information. These are calledcognitive effects. Before returning to school it may be a good idea to have cognitive screening tests at the hospital to identify any areas of concern.
If you are having challenges, tell your parents and teachers. You and your parents can work with the school to design a learning plan that addresses your learning differences. These may include a504 plan or Individualized Education Program.
Transition back to school gradually. Attending school all day, five days a week may not be possible at first. Many children and teens experience fatigue and weakness and cannot make it through a full day. Others may have immune system concerns and are not able to be in large groups of people. Others may have physical challenges that affect their mobility.
Often children and teens start back on a shortened schedule such as attending half-days or going to school a few days a week until they can return full time.
Take this transition one step at a time and ask for help when you need it.
—Reviewed: April 2019","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'School provides normalcy', 'super_section': None}"
76,"Transition Off Childhood Cancer TreatmentFinishing treatment can be a time of mixed emotions. Learn what to expect and strategies to adjust emotionally.
Finishing treatment can be a time of mixed emotions. Learn what to expect and strategies to adjust emotionally.
Emotional Well-BeingPatients may face emotional challenges after having childhood cancer, blood disorder, or other illness. Learn how to support emotional health and well-being.
Patients may face emotional challenges after having childhood cancer, blood disorder, or other illness. Learn how to support emotional health and well-being.
Cognitive EffectsProblems in cognitive function, or cognitive late effects, may occur after childhood cancer treatments. These problems may become noticeable months or even years after treatment.
Problems in cognitive function, or cognitive late effects, may occur after childhood cancer treatments. These problems may become noticeable months or even years after treatment.","{'source_url': 'https://together.stjude.org/en-us/emotional-support-daily-life/coping-emotional-health/patients-adjusting-emotionally-after-treatment.html', 'retrieved_at': '2025-09-29T18:09:09.226597', 'title': 'For Patients, Cancer Treatment May Have Lasting Emotional Effects - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
77,"Missy’s son Todd has been a cancer patient three times.
Now a high school student, he was diagnosed withHodgkin lymphomain 2009 when he was 6. Todd received eight weeks ofchemotherapy. There was no evidence of cancer.
After therapy ended, he was officially considered a “transition” patient because he was making thetransition off active treatment. Todd returned to the hospital every three months, then every four months, and then every six months for routine follow-up visits.
Three years later, anX-rayrevealed spots on his chest. The cancer had returned. Then a fourth-grader, Todd had chemotherapy andradiation therapyto his chest.
As parents, you will make mistakes, but the key is to keep trying and moving forward, Missy says.
Another three years went by. When Todd was in seventh grade, aPET scanfound the cancer had returned. He had chemotherapy, a hematopoietic stem cell transplant (commonly known as a bone marrow transplant) andproton beam radiation therapy.
His third experience with cancer behind him, Todd remains cancer-free.
Today Todd is a sophomore in high school. An honor student, he plays percussion in his school’s band and loves to play basketball.
Cancer has brought many challenges to his family, Todd’s mother, Missy, said. But through the help of a network of family members, friends, and health care professionals, they have persevered and become stronger. Time and grace have helped, too. As parents, you will make mistakes, but the key is to keep trying and moving forward, Missy said.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/life-after-cancer/time-grace-after-therapy.html', 'retrieved_at': '2025-09-29T18:09:09.742744', 'title': 'Time and Grace after Therapy - Together by St. Jude™', 'section': 'Time and Grace after Therapy - Together by St. Jude™', 'super_section': None}"
78,"Each time Todd returned home after the end of treatment, he wanted to jump right back into his previous routines. But his energy and immune system weren’t quite ready.
When Todd returned to school, he had little physical strength. Even walking made him exhausted. In 1st grade, he needed a nap every day after lunch. There were several trips to the doctor. His strength needed to rebuild. His parents’ natural tendency as parents was to protect their son.
“He would get upset with us. We were leery of him doing a lot of things. He thought we were overprotective,” Missy said.
Later they decided to give Todd freedom to make decisions. “Our approach was not to tell him no, but to allow him to see for himself,” Missy said. “Try it out and see.”
In ninth grade, Todd wanted to try out for the football team. After a while, he realized he couldn’t keep up physically. He made the decision not to continue.
But Todd loved sports and wanted to stay active. His parents put up a basketball goal at home so he could play when he felt like it. Now he plays basketball in gym everyday.
When Todd started playing percussion in the school band, the band director made adjustments to allow for Todd’s fatigue. During his freshman year, Todd stayed in one place when the band performed on the football field.
Later he played the marimba and the drums and moved from instrument to instrument.
He now marches in parades. But it took him a good year to get to that point.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/life-after-cancer/time-grace-after-therapy.html', 'retrieved_at': '2025-09-29T18:09:09.742744', 'title': 'Time and Grace after Therapy - Together by St. Jude™', 'section': 'Take It Slow After Cancer Therapy Ends', 'super_section': None}"
79,"Time away fromschooland the long-term fatigue Todd experienced made it challenging to keep up with school.
Because Todd took naps every day after lunch in first grade, he missed reading and language arts portion of the day. The family hired a tutor who worked with Todd twice a week to help him.
In fourth grade, he missed about 60 days of school during the second semester. He was absent during lessons on division and equations.
Teachers sent packets for him to work on. The family also hired a tutor to help Todd with math, particularly division.
In seventh grade, he missed more than 60 days of school. Todd had a line infection and an allergic reaction to chemo. He was in the intensive care unit (ICU) for a week.
When Todd entered the eighth grade, the family decided to select a less demanding academic schedule to allow him to catch up. Todd took advanced classes instead of continuing on with the gifted curriculum.
Now in 10th grade, he is taking some dual enrollment course that allow him to earn college credits.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/life-after-cancer/time-grace-after-therapy.html', 'retrieved_at': '2025-09-29T18:09:09.742744', 'title': 'Time and Grace after Therapy - Together by St. Jude™', 'section': 'Academic Challenges', 'super_section': None}"
80,"Managing family life was a challenge to say the least, Missy said.
During Todd’s first round of cancer treatment, he got chemotherapy every Friday for eight weeks. His father, Chris, worked offshore in the Gulf of Mexico for two weeks at a time, with two weeks off in between. Todd’s older brother, Daniel, could travel to the hospital with Missy and Todd because treatments were during the summer.
During his second diagnosis, Todd received three months of chemotherapy followed by three and a half weeks of radiation therapy. Todd and Missy left home on a Sunday so Todd could get chemo on Monday and go home to Louisiana on Tuesday or Wednesday.
During this time, Chris was working in Mozambique. Missy’s father, Stan, moved into the family home to keep things as normal as possible for Daniel, who was then in eighth grade. Todd’s radiation treatments happened during the summer, so Daniel traveled to the hospital with his mother and brother.
During his third treatment, Todd spent a long period of time in the hospital because he had a transplant. Missy’s father moved back in to the family home. At this time, Daniel was a junior in high school.
With so much upheaval, Missy remembers feeling guilty about leaving Daniel behind.
“He could be in his environment in his house and his toys and his gaming. He understood why we had to go, but we were still leaving him,” Missy said. “He was concerned about his brother. Mom wasn’t here. Dad wasn’t here. For me as a parent, I felt guilty. I missed milestones. I missed his spring concert, award days at school. You do feel guilty. I knew there was nothing I could do about it. I talked to him before and said how proud I was of him. I would tell him to call afterward to tell me all about it.”","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/life-after-cancer/time-grace-after-therapy.html', 'retrieved_at': '2025-09-29T18:09:09.742744', 'title': 'Time and Grace after Therapy - Together by St. Jude™', 'section': 'Caring for Siblings', 'super_section': None}"
81,"Missy found that some habits and routines that were OK while Todd was having treatment had to end once the family was back at home.
“We were told in the beginning not to treat Todd like he was sick – treat him like a normal kid,” Missy said. “If you wouldn’t allow them to get away with something before, don’t let them get away with it now. We did better than some people, but we didn’t do our best.”
Food was the hardest. When Todd was sick and didn’t want to eat, Missy was happy when he would eat anything. They ate Mexican food five times a week.
“When they’re sick you want them to eat. After we were home, he felt entitled to pick whatever he wanted to eat. He thought he called the shots,” Missy said.
Todd had to adjust to not being the sick kid anymore. Missy needed to focus more attention on Daniel. She wanted to reconnect to the community again. Missy and her husband needed time together as a couple.
Through the help of family, friends, and counseling, the family was able to rebuild their lives, Missy said.
“You have to find a balance. It’s hard to get it right, but eventually things get back to normal.”","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/life-after-cancer/time-grace-after-therapy.html', 'retrieved_at': '2025-09-29T18:09:09.742744', 'title': 'Time and Grace after Therapy - Together by St. Jude™', 'section': 'Parenting Challenges After Therapy', 'super_section': None}"
82,"Dealing with RelapseWhen Evan’s cancer relapsed, it was hard news to hear. But he responded with the most powerful defense he could think of – a positive attitude.
When Evan’s cancer relapsed, it was hard news to hear. But he responded with the most powerful defense he could think of – a positive attitude.
Transition Off Childhood Cancer TreatmentFinishing treatment can be a time of mixed emotions. Learn what to expect and strategies to adjust emotionally.
Finishing treatment can be a time of mixed emotions. Learn what to expect and strategies to adjust emotionally.
Supporting MarriagesMarriage relationships can suffer when a child is diagnosed with a serious illness. Learn ways parents can support one another.
Marriage relationships can suffer when a child is diagnosed with a serious illness. Learn ways parents can support one another.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers/life-after-cancer/time-grace-after-therapy.html', 'retrieved_at': '2025-09-29T18:09:09.742744', 'title': 'Time and Grace after Therapy - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
83,"Sometimes, adults are not able or willing to make decisions for themselves because of a mental or physical condition.
This situation can happen suddenly. That is why it is helpful to have an advance directive.
Filling out advance directives gives you control over your future health care.
Serious health care decisions can be hard to make even when you are healthy. But if you are already seriously ill, it can seem overwhelming.
Filling out advance directives gives you control over your future health care.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'super_section': None}"
84,"An advance directive is a written statement of how you want your medical care provided if:
You cannot make decisions for yourself
You do not wish to make decisions for yourself","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'What is an advance directive?', 'super_section': None}"
85,"Filling out advance directives gives you control over your future health care.
You may change or cancel your advance directive at any time.
All you must do is:
Tell your doctor
Give your doctor a copy of the new form
The doctor will make note of the change in your medical record.
Also, make sure your family and person who you have designated to make health care decisions know about the change.
Keep a copy of the document with your important personal papers.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Why advance directives are important', 'super_section': None}"
86,"In general, there are two main types of advance directives:
Living wills or advance care plans about the kind of care you might or might not want
Medical powers of attorney and designation of health care agents, which allow you to select someone else to make decisions for you.
Specifics might vary by state and country law.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Types of advance directives', 'super_section': None}"
87,"Living wills and advance care plans allow you to say what kinds of care you would or would not want. They can help if you cannot make your wishes known.
This plan may also be called a health care directive or health care declaration.
A living will often refers to life-sustaining measures. This means advanced, high-tech care that can keep you alive past the time when you might normally die.
These measures may include:
CPR (cardiopulmonary resuscitation) – Urgent treatment to restart your heart and breathing after they have stopped
Ventilator – A machine that breathes for you
Dialysis – A machine that does the work of your kidneys
Tube or IV feeding – If you are no longer able to swallow
Drug and radiation therapy
Blood transfusions
Antibiotics – Drugs to fight infection","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Living will or advance care plan', 'super_section': None}"
88,"A medical power of attorney or designation of health care agent allows you to name the person you would like to make health care decisions on your behalf.
This person may be called:
Health care agent
Representative
Proxy
Attorney-in-fact
Although these names mean the same thing when it comes to health care, each may have different rules or requirements.
If you cannot make your own health care decisions, this person may make those choices for you. The health care agent is usually a relative or close friend.
This type of advance directive may also be called:
Appointment of health care agent
Durable power of attorney for health care
Health care proxy
In some states, the document can take effect right away even when you still can speak for yourself. You can make this desire known on the form.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Medical power of attorney or health care agent', 'super_section': None}"
89,"A surrogate is an adult who can make health care decisions for you when you cannot make them for yourself. They are not the same as:
Health care agent
Attorney-in-fact
Conservator
Legal guardian
Having legal documents on file is always a better option than naming a surrogate.
Surrogates are needed when:
No living will or advance directive in place
There is not a health care agent or attorney-in-fact
A health care agent or attorney-in-fact cannot be reached
You cannot make decisions for yourself
You can choose a surrogate if you are able to do so. If you cannot, your doctor will choose one for you.
If you have someone you would like to be named as a surrogate, you can ask your doctor to put their name and contact information in your medical file.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Health care surrogates', 'super_section': None}"
90,"Ideally, these documents should be completed when you are healthy.
Making these choices when you are in good health can make things easier for you and your family later.
Many people connect filling out advance directives to making decisions near theend of life. But you can fill out these documents at any time.
It's hard to talk about these issues. But there are benefits:
Your wishes are known and can be followed.
It often comforts family members to know what you want.
It saves family members from having to bring up the subject themselves.
You are making the choices for yourself instead of leaving them to your loved ones.
It can help you and your loved ones worry less about the future.
If it's difficult for you to talk about, consider having a family meeting and inviting asocial workerorchaplainto guide the discussion.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'When to complete advance directives', 'super_section': None}"
91,"Your attorney or a social worker at your care center can help you locate the proper forms to fill out. State-specific advance directives can be downloaded from theNational Hospice and Palliative Care Organization.
Once you have completed them:
Review them with a member of your health care team for accuracy before signing. Most states require a witness or notary to be present when you sign.
Provide copies to your:DoctorHospitalFamily members
Doctor
Hospital
Family members
Store copies in a safe, accessible place.
Consider keeping a card in your wallet with a written statement declaring you have a living will and medical power of attorney. Describe where the documents can be found.
Each state has its own laws regarding advance directives. Special care should be taken to follow the laws of the state where you live or are being treated.
A living will or medical power of attorney that is accepted in one state may not be accepted in another state. But many states will accept a proper form from another state.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Reviewing and signing advance directives', 'super_section': None}"
92,"Studies show that an advance directive does not answer all the questions that can come up.
If something happens to you, your care will depend on:
Your health care agent
Your doctor
Your family
The more they know about your wishes, the better job they can do if the need occurs.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Share your wishes with others', 'super_section': None}"
93,"Planning for your future health care can help put you and your family at ease about the future.
Documents like a living will or advance directive can make your wishes known.
You can also take steps such as appointing a health care agent.
It is always better to have legal documentation. But you can appoint a health care surrogate without them.
Be sure you share your wishes with your doctor, family, and friends.
—Reviewed: February 2022","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Key points', 'super_section': None}"
94,"Katie's Story: Building Relationships with Health Care ProvidersBecause childhood cancer is so rare, health care providers may never care for a childhood cancer survivor. Those that do may not be aware of the possible late effects of childhood cancer treatment.
Because childhood cancer is so rare, health care providers may never care for a childhood cancer survivor. Those that do may not be aware of the possible late effects of childhood cancer treatment.
Finding a Job: Career Training and ServicesA serious childhood illness such as cancer or a blood disorder may impact your career choices. Learn about vocational rehabilitation and other career support.
A serious childhood illness such as cancer or a blood disorder may impact your career choices. Learn about vocational rehabilitation and other career support.
Inherited Risk and Genetic Testing for CancerSome people have gene changes or genetic predisposition that increases the risk of cancer. Learn about inherited risk and genetic testing in pediatric cancer.
Some people have gene changes or genetic predisposition that increases the risk of cancer. Learn about inherited risk and genetic testing in pediatric cancer.","{'source_url': 'https://together.stjude.org/en-us/medical-care/navigating-health-care/health-care-decision-making.html', 'retrieved_at': '2025-09-29T18:09:10.480967', 'title': 'How to Plan Health Care Decision Making - Together by St. Jude™', 'section': 'Related Content', 'super_section': None}"
95,"Pediatric cancers are rare, complex diseases that may develop at any age, from before birth through the late teens. Learn about the different types of childhood and adolescent cancers including symptoms, risk factors, and prognosis.
Brain and Spinal Cord Tumors
Leukemia
Lymphoma","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers.html', 'retrieved_at': '2025-09-29T18:09:10.716260', 'title': 'Childhood Cancers - Together by St. Jude™', 'section': 'Learn about childhood and adolescent cancers', 'super_section': None}"
96,"Acute Lymphoblastic Leukemia (ALL)
Acute Myeloid Leukemia (AML)
Adrenocortical Tumor
Anaplastic Large Cell Lymphoma
Astrocytoma
Atypical Teratoid / Rhabdoid Tumor (AT/RT)
Brain and Spinal Cord Tumors
Burkitt Lymphoma
Choroid Plexus Tumor
Chronic Myeloid Leukemia (CML)
Craniopharyngioma
Differentiated Thyroid Cancer
Diffuse Intrinsic Pontine Glioma (DIPG)
Diffuse Large B-Cell Lymphoma (DLBCL)
Ependymoma
Ewing Sarcoma
Ganglioglioma
Germ Cell Brain Tumors
Germ Cell Tumor (Extracranial)
Giant Cell Tumor of Bone and Soft Tissue
Gliomatosis Cerebri
High-Grade Glioma
Hodgkin Lymphoma
Infant Acute Lymphoblastic Leukemia
Juvenile Myelomonocytic Leukemia (JMML)
Kidney Tumors
Leukemia
Liver Cancer
Low-Grade Glioma
Lymphoblastic Lymphoma
Lymphoma
Medullary Thyroid Cancer
Medulloblastoma
Melanoma
Neuroblastoma
Non-Hodgkin Lymphoma
Oligodendroglioma
Optic Pathway Glioma
Osteosarcoma
Pineoblastoma
Pleuropulmonary Blastoma
Primary Mediastinal Large B-Cell Lymphoma (PMBCL)
Relapsed/Refractory Acute Lymphoblastic Leukemia (ALL)
Retinoblastoma
Soft Tissue Sarcoma
Thyroid Nodules and Cancer","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers.html', 'retrieved_at': '2025-09-29T18:09:10.716260', 'title': 'Childhood Cancers - Together by St. Jude™', 'section': 'Types of childhood and adolescent cancers', 'super_section': None}"
97,"Newly Diagnosed
On Treatment
Off Treatment
Life After Cancer
Relapse
Grief and Bereavement","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers.html', 'retrieved_at': '2025-09-29T18:09:10.716260', 'title': 'Childhood Cancers - Together by St. Jude™', 'section': 'Find the right resources for you', 'super_section': None}"
98,"Understanding Cancer
Childhood Cancer Diagnosis
Managing Cancer Care
Cancer Treatments
Cancer Medicines and Medicine Management
Cancer Symptoms and Side Effects
Cancer Tests
Cancer Procedures
Cancer Clinical Trials
Long-Term and Late Effects of Cancer Treatment
Teens&20s - Together by St. Jude™
Inherited Risk and Genetic Testing for Cancer","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers.html', 'retrieved_at': '2025-09-29T18:09:10.716260', 'title': 'Childhood Cancers - Together by St. Jude™', 'section': 'Learn more about childhood and adolescent cancers', 'super_section': None}"
99,"Childhood cancer survivor Brad Muller, MD, offers tips to help parents support their children during treatment.","{'source_url': 'https://together.stjude.org/en-us/conditions/cancers.html', 'retrieved_at': '2025-09-29T18:09:10.716260', 'title': 'Childhood Cancers - Together by St. Jude™', 'section': 'Tips for Parents from a Physician and Survivor', 'super_section': None}"
