id,text,metadata
78,"Treatment options for non-cancerous blood disorders may include blood transfusions, medications, and stem cell (bone marrow) transplants. Every case is different. Your child’s care team will explain treatment options for your child. Learn more about treatments for blood disorders and symptoms.
Allogenic Stem Cell (Bone Marrow) Transplant
Blood Product Transfusion
Bone Marrow Transplant
Gene Therapy for Sickle Cell Disease
Intravenous Immune Globulin (IVIG)
Red Blood Cell Exchange
Therapeutic Phlebotomy","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorder-treatments.html', 'retrieved_at': '2025-09-29T20:33:27.740549', 'title': 'Blood Disorder Treatments - Together by St. Jude™', 'section': 'Find information about blood disorder treatments', 'super_section': None}"
79,"TreatmentsTreatments for childhood illnesses include medicine, surgery, radiation, stem cell transplant, immunotherapy, or targeted therapy. Learn about these treatments.
Treatments for childhood illnesses include medicine, surgery, radiation, stem cell transplant, immunotherapy, or targeted therapy. Learn about these treatments.
Complementary Therapies and Integrative HealthComplementary approaches may be used to treat symptoms or side effects during an illness. Learn how integrative medicine is used with medical care.
Complementary approaches may be used to treat symptoms or side effects during an illness. Learn how integrative medicine is used with medical care.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorder-treatments.html', 'retrieved_at': '2025-09-29T20:33:27.740549', 'title': 'Blood Disorder Treatments - Together by St. Jude™', 'section': 'Featured resources', 'super_section': None}"
80,"Transition to Adult CareMoving from pediatric to adult care is an important health care transition. This usually occurs between ages 18 and 21. Learn how to prepare for this transition.
Moving from pediatric to adult care is an important health care transition. This usually occurs between ages 18 and 21. Learn how to prepare for this transition.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorder-treatments.html', 'retrieved_at': '2025-09-29T20:33:27.740549', 'title': 'Blood Disorder Treatments - Together by St. Jude™', 'section': 'Featured resources', 'super_section': None}"
81,"Some blood disorders are passed down through families. These are known as inherited blood disorders. Genetic testing can provide information about these types of diseases. Learn more about inherited blood disorders and genetic testing.
Alpha Thalassemia Trait
Beta Thalassemia Trait
Hemoglobin C Trait
Hemoglobin D Trait
Hemoglobin E Trait
Sickle Cell Trait","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorders-inherited-risk-genetic-testing.html', 'retrieved_at': '2025-09-29T20:34:24.623914', 'title': 'Inherited Risk and Genetic Testing for Blood Disorders - Together by St. Jude™', 'section': 'Learn about inherited blood disorders and genetic testing', 'super_section': None}"
82,"Genetic Counseling and TestingA genetic counselor can help people understand their genes and how they might affect their health. Learn about genetic counseling and genetic testing.
A genetic counselor can help people understand their genes and how they might affect their health. Learn about genetic counseling and genetic testing.
Genetic DiscriminationGenetic information is protected by law in some settings. Learn about legal protections against genetic discrimination.
Genetic information is protected by law in some settings. Learn about legal protections against genetic discrimination.
TestsYour child may have many tests to diagnose and to check their response to treatment. Learn more about tests, what your child may experience, and how to prepare.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorders-inherited-risk-genetic-testing.html', 'retrieved_at': '2025-09-29T20:34:24.623914', 'title': 'Inherited Risk and Genetic Testing for Blood Disorders - Together by St. Jude™', 'section': 'Featured resources', 'super_section': None}"
83,"Your child may have many tests to diagnose and to check their response to treatment. Learn more about tests, what your child may experience, and how to prepare.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorders-inherited-risk-genetic-testing.html', 'retrieved_at': '2025-09-29T20:34:24.623914', 'title': 'Inherited Risk and Genetic Testing for Blood Disorders - Together by St. Jude™', 'section': 'Featured resources', 'super_section': None}"
84,"Managing symptoms and side effects are important to your child’s recovery and well-being. Learn more about blood disorder symptoms and treatment side effects.
ANC and Neutropenia
Acute Chest Syndrome and Sickle Cell Disease
Acute Splenic Sequestration
Anemia
Aplastic Crisis
Avascular Necrosis (Osteonecrosis)
Blood Clots
Central Venous Line (Catheter) Complications
Constipation
Coping with Side Effects
Dehydration
Delayed Wound Healing
Delirium
Diarrhea
Enuresis (Bedwetting) and Sickle Cell Disease
Fatigue
Fever and Signs of Infection
Gallstones
Graft Versus Host Disease
Heavy Menstrual Bleeding
Infections and Sickle Cell Disease
Iron-Deficiency Anemia
Jaundice
Loss of Appetite and Weight Loss
Malignant Hyperthermia
Nausea and Vomiting
Pain Episodes and Sickle Cell Disease
Pica","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorders-symptoms-side-effects.html', 'retrieved_at': '2025-09-29T20:34:24.844340', 'title': 'Blood Disorder Symptoms and Side Effects  - Together by St. Jude™', 'section': 'Learn about managing your child’s symptoms and side effects', 'super_section': None}"
85,"Nausea and Vomiting
Pain Episodes and Sickle Cell Disease
Pica
Priapism and Sickle Cell Disease
Restless Legs Syndrome
Sepsis
Sickle Cell Kidney Disease
Sickle Cell Retinopathy
Sleep Apnea
Splenectomy
Stroke and Sickle Cell Disease
Thrombocytopenia
Vitamin D Deficiency","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorders-symptoms-side-effects.html', 'retrieved_at': '2025-09-29T20:34:24.844340', 'title': 'Blood Disorder Symptoms and Side Effects  - Together by St. Jude™', 'section': 'Learn about managing your child’s symptoms and side effects', 'super_section': None}"
86,"Coping with Side EffectsSide effects are unintended effects or unwanted symptoms that occur because of medicines or other treatments. Learn how to manage and cope with side effects.
Side effects are unintended effects or unwanted symptoms that occur because of medicines or other treatments. Learn how to manage and cope with side effects.
Pain ManagementPain management is an important part of care for children with cancer or other illnesses. Learn ways to prevent and manage pain.
Pain management is an important part of care for children with cancer or other illnesses. Learn ways to prevent and manage pain.
TreatmentsTreatments for childhood illnesses include medicine, surgery, radiation, stem cell transplant, immunotherapy, or targeted therapy. Learn about these treatments.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorders-symptoms-side-effects.html', 'retrieved_at': '2025-09-29T20:34:24.844340', 'title': 'Blood Disorder Symptoms and Side Effects  - Together by St. Jude™', 'section': 'Featured resources', 'super_section': None}"
87,"Treatments for childhood illnesses include medicine, surgery, radiation, stem cell transplant, immunotherapy, or targeted therapy. Learn about these treatments.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/blood-disorders-symptoms-side-effects.html', 'retrieved_at': '2025-09-29T20:34:24.844340', 'title': 'Blood Disorder Symptoms and Side Effects  - Together by St. Jude™', 'section': 'Featured resources', 'super_section': None}"
88,"Dysfibrinogenemia is a rare disorder that affects the ability of the blood to clot. It occurs due to a problem with a protein calledfibrinogen(Factor 1).
Blood that works correctly will form a gel-like plug (clot) to stop bleeding when a person is injured. If your child has dysfibrinogenemia, their fibrinogen protein does not work properly to help blood to clot.
Fibrinogen is a protein important to help blood clot and stop bleeding.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'What is dysfibrinogenemia?', 'super_section': None}"
89,"Some children with dysfibrinogenemia may not have any symptoms at all.
Signs and symptoms of dysfibrinogenemia may include:
Prolonged bleeding or bleeding more than usual
Blood clot formation in a blood vessel(thrombosis)","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Symptoms of dysfibrinogenemia', 'super_section': None}"
90,"There are 2 types of dysfibrinogenemia:inheritedandacquired.
Inherited dysfibrinogenemiais caused by a gene change (mutation) passed down to a child from one of their parents.
Acquired dysfibrinogenemiais linked to another cause or underlying condition, such as cancers or treatments. Acquired dysfibrinogenemia can also happen if your child has an autoimmune disease (when the body’s immune system attacks itself).","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Causes of dysfibrinogenemia', 'super_section': None}"
91,"Your child’s doctor may refer your child to a hematologist, a doctor who diagnoses and treats blood disorders. Dysfibrinogenemia is diagnosed based on your child’s medical history, physical exam, and lab tests.
Lab tests may include:
Acomplete blood count(CBC)
A blood test to measure the amount of fibrinogen protein in the blood
Blood clotting tests
Blood clotting tests (also calledblood coagulation panels) measure the time it takes for blood to clot. This test shows if the fibrinogen protein is working correctly.
Blood clotting tests include other blood tests like PT (prothrombin time), aPTT (activated partial thromboplastin time), and TT (thrombin time). These tests give the care team more detailed blood clotting information.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Diagnosis of dysfibrinogenemia', 'super_section': None}"
92,"Your child’s treatment will depend on their symptoms, their medical problems, and your family’s history of blood clotting and bleeding problems. If dysfibrinogenemia is linked to another condition, it is important to identify and treat the underlying cause.
Many people with dysfibrinogenemia do not need treatment. But your child may need treatments to manage bleeding or to help prevent complications.
Treatments include:
Aminocaproic acid (Amicar®):This is a medicine that helps stop nosebleeds, gum bleeding, mouth and lip bleeds, and heavy periods in females.
Heparin:This medicine can help stop blood clots from forming if blood clots are forming too much.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Treatment of dysfibrinogenemia', 'super_section': None}"
93,Cryoprecipitate:This is a blood product made by combining frozen blood and frozen blood plasma (the liquid part of the blood) to help your child’s blood clot properly if they need surgery or are injured.,"{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Treatment of dysfibrinogenemia', 'super_section': None}"
94,"Do not give your child aspirin or NSAIDs such as Ibuprofen, as they can cause more bleeding in people with dysfibrinogenemia.
Practice good oral care to prevent tooth decay and gum problems. Brush teeth gently with a soft toothbrush. Get regular dental check-ups.
Let all health care providers know about your child’s risk of bleeding, especially before surgery or dental procedures. Special care may be needed before and after the procedure.
Have your child wear amedical alert braceletwith information about their health conditions.
Be sure your child wears protective equipment for physical activities. Avoid sports with physical contact, such as boxing, soccer, lacrosse, and football. Your child could bleed more if injured.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Tips to prevent bleeding', 'super_section': None}"
95,"What type of dysfibrinogenemia does my child have?
What are my child’s treatment options?
How will dysfibrinogenemia affect my child’s daily life?
Are there any medicines, supplements, or activities that my child should avoid due to the risk of injury or bleeding?
What symptoms do I need to watch for and report immediately?
What is the long-term outlook for my child?
What follow-up appointments and medical care will my child need?","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Questions to ask your care team', 'super_section': None}"
96,"Dysfibrinogenemia is a rare medical condition that affects the ability of the blood to form clots normally
Dysfibrinogenemia can cause prolonged bleeding or increase the risk for thrombosis.
Some people with dysfibrinogenemia do not have any symptoms at all.
Many people with dysfibrinogenemia do not need treatment. But your child may need treatments to manage or prevent bleeding or other problems.
Talk to your care team about how to reduce your child’s risk of bleeding.
—Reviewed: September 2024","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Key points about dysfibrinogenemia', 'super_section': None}"
97,"Over-The-Counter Medicines and Bleeding RiskPeople at higher risk for bleeding should avoid some over-the-counter (nonprescription) medicines. Learn about OTC medicines and bleeding risk.
People at higher risk for bleeding should avoid some over-the-counter (nonprescription) medicines. Learn about OTC medicines and bleeding risk.
Vaccines in Children with Bleeding DisordersMost children with bleeding disorders can safely get routine vaccines. Learn how to prevent bleeding and bruising with childhood vaccinations.
Most children with bleeding disorders can safely get routine vaccines. Learn how to prevent bleeding and bruising with childhood vaccinations.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Related content', 'super_section': None}"
98,"Blood TransfusionYour child may need a blood transfusion if they don’t have enough blood cells. Learn about types of blood product transfusions and what to expect.
Your child may need a blood transfusion if they don’t have enough blood cells. Learn about types of blood product transfusions and what to expect.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/dysfibrinogenemia.html', 'retrieved_at': '2025-09-29T20:34:25.042566', 'title': 'Dysfibrinogenemia - Together by St. Jude™', 'section': 'Related content', 'super_section': None}"
99,"G6PD deficiency is a commoninheritedcondition in which a person does not have enough of the proteinglucose-6-phosphate dehydrogenase (G6PD). This protein helps protect red blood cells from being damaged. Without enough G6PD, red blood cells can break down too easily. Then they cannot carry oxygen from the lungs to other parts of the body.
Most people with G6PD deficiency have no symptoms but can be at a higher risk for red blood cell breakdown (hemolysis). This is especially true after exposure to certain medicines, foods (fava beans), or infection. A person with G6PD deficiency can develop a condition known ashemolytic anemia. This means that red blood cells are destroyed and removed from the blood sooner than they should be.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'What is G6PD deficiency?', 'super_section': None}"
100,"Most people with G6PD deficiency do not have any symptoms. But when symptoms do appear, they cause a person to have:
Fatigue
Paleness of the skin or lips
Fast heartbeat
Shortness of breath
Yellow skin and eyes (jaundice)
Back or stomach pain
Dark urine","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Symptoms of G6PD deficiency', 'super_section': None}"
101,"G6PD deficiency is caused by a change (mutation) in the G6PD gene. This gene provides the body instructions for making the G6PD enzyme. The mutation is inherited or passed down from parents to their children. It is more common for males to be affected and for females to be acarrierof the condition. Because this is a genetic result, G6PD deficiency is a lifelong condition.
G6PD deficiency is one of the most common genetic enzyme deficiencies in the world. It affects about 400 million people worldwide.
G6PD deficiency is more common in males and in people of African, Mediterranean, or Southeast Asian descent.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Causes of G6PD deficiency', 'super_section': None}"
102,There are 2 ways to test for G6PD deficiency: a blood test that checks for how well the G6PD works (activity) or a blood test that looks for the gene change. Your child may have 1 or both tests.,"{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Tests for G6PD deficiency', 'super_section': None}"
103,"If your child has G6PD deficiency, it is important to avoid things that can trigger symptoms. This includes certain medicines or foods. If symptoms do occur, treatment will depend on how severe the symptoms are.
Patients with G6PD deficiency should avoid:
Eating fava beans
Contact with moth balls (they can contain an ingredient called napthalene that can cause hemolysis)
There are many medicines that may cause hemolysis, but many people do not have problems when taking them.  Other medicines are more likely to cause hemolysis and should be avoided or used with caution.
Patients with G6PD deficiency should avoid these medicines:
Dapsone
Rasburicase
Methylene blue
Pegloticase
Primaquine
Tafenoquine
Medicines to use with caution with G6PD deficiency include:
Nitrofurantoin
Sulfamethoxazole","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Treatment of G6PD deficiency', 'super_section': None}"
104,"Nitrofurantoin
Sulfamethoxazole
Find more information on high, medium, and low risk medicines for people with G6PD deficiency from theG6PD Deficiency Association. Talk to your care team if you have questions about what medicines are safe for your child.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Treatment of G6PD deficiency', 'super_section': None}"
105,"Most people with G6PD deficiency can live healthy lives. But they need to avoid certain foods and medicines that cause red blood cell damage. Severe cases are rare and can be more challenging. But with proper care, the prognosis is usually good.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Prognosis for G6PD deficiency', 'super_section': None}"
106,"Support groups and resources are available for people with G6PD deficiency. These groups can help you and your family learn more about the condition and connect with others who have similar experiences.
Your child may also want to wear amedical alert braceletor carry a wallet pocket card that informs others of this condition. In an emergency, doctors can use this information to help make decisions about medicines.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Support for patients with G6PD deficiency', 'super_section': None}"
107,"G6PD is a protein that helps protect red blood cells.
People with G6PD deficiency can have red blood cell breakdown if they take certain medicines or eat certain foods.
Tests can help identify people with G6PD deficiency.
People with G6PD deficiency should avoid medicines and foods that can trigger symptoms.
Most people with G6PD deficiency can live healthy lives. But they need to avoid certain foods and medicines that cause red blood cell damage.
—Reviewed: October 2024","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Key points about G6PD deficiency', 'super_section': None}"
108,"Clinical Pharmacogenomics | St. Jude Children’s Research Hospital
G6PD Deficiency Foundation
Glucose-6-Phosphate Dehydrogenase Deficiency | National Organization for Rare Disorders","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Find more information', 'super_section': None}"
109,"Hemolytic AnemiaHemolytic anemia happens when red blood cells are destroyed faster than they can be replaced. Learn more about hemolytic anemia symptoms and treatment.
Hemolytic anemia happens when red blood cells are destroyed faster than they can be replaced. Learn more about hemolytic anemia symptoms and treatment.
Pharmacogenomics (Pharmacogenetics)Pharmacogenomics, also called pharmacogenetics, is the study of how genes affect the medicines you take. Learn how pharmacogenetic testing can help doctors choose the best medicine and dose.
Pharmacogenomics, also called pharmacogenetics, is the study of how genes affect the medicines you take. Learn how pharmacogenetic testing can help doctors choose the best medicine and dose.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Related content', 'super_section': None}"
110,"Inherited Risk and Genetic TestingMany serious childhood diseases are passed down through families. Find more information about inherited risk and genetic testing.
Many serious childhood diseases are passed down through families. Find more information about inherited risk and genetic testing.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/g6pd-deficiency.html', 'retrieved_at': '2025-09-29T20:34:25.247235', 'title': 'G6PD Deficiency  - Together by St. Jude™', 'section': 'Related content', 'super_section': None}"
111,"Hemolytic anemia is a condition in which red blood cells are destroyed faster than they are replaced. The breakdown of red blood cells is calledhemolysis. Red blood cells normally live for about 120 days. In hemolytic anemia, red blood cells live for only 30 days or less. This results in low numbers of red blood cells (anemia).","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'What is hemolytic anemia?', 'super_section': None}"
112,"Signs and symptoms of hemolytic anemia include:
Feeling tired or weak
Pale skin, gums, or nail beds
Headache
Feeling dizzy or lightheaded
Cold hands or feet
Fast or irregular heart rate
Shortness of breath
Yellow color of skin and eyes (jaundice)
Increase in the size of thespleen
Gallstones
Hemolytic anemia is a blood condition that results in lower than normal numbers of red blood cells.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Symptoms of hemolytic anemia', 'super_section': None}"
113,"Most hemolytic anemias are caused by inherited conditions. This means the disorder is passed down from parent to child. But your child could be the first person in the family to have the condition. Your child might pass it on to their children.
Inherited conditions that lead to hemolytic anemia include:
Hemoglobin disorders:These conditions includesickle cell disease, thalassemia, and hemoglobin C disease. Hemoglobin is a protein in red blood cells that carries oxygen. In these disorders, your child’s body does not make hemoglobinnormally and red blood cells break down sooner than they should.
Membrane disorders:These disorders include spherocytosis and elliptocytosis. The red blood cells have an abnormal cell membrane. This causes them to be a different shape and be easily damaged.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Intrinsic or inherited hemolytic anemias', 'super_section': None}"
114,"Enzyme deficiencies:These includeG6PD deficiencyand pyruvate kinase deficiency. In these conditions, an enzyme that helps protect red blood cells is missing causing. The missing enzymes cause red blood cells to break down more easily.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Intrinsic or inherited hemolytic anemias', 'super_section': None}"
115,"Hemolytic anemia can also be caused by conditions that develop later in life and harm healthy red blood cells. These include:
Autoimmune immune hemolytic anemia (AIHA)
Enlarged spleen (a spleen that is larger than normal)
Certain infections and diseases
Certain medications or toxins","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Extrinsic or acquired hemolytic anemia', 'super_section': None}"
116,"Hemolytic anemia is diagnosed based on your child’s medical history, physical exam, and lab tests. Your child’s doctor may refer you to ahematologist, a doctor who diagnoses and treats blood disorders.
Lab tests may include:
Complete blood count (CBC)to look for signs of anemia. A CBC test measures:The number of red blood cells, white blood cells, and plateletsThe size of red blood cellsHematocrit, which shows how much of the blood is made up of red blood cellsHemoglobin, a protein in your blood that carries oxygen
The number of red blood cells, white blood cells, and platelets
The size of red blood cells
Hematocrit, which shows how much of the blood is made up of red blood cells
Hemoglobin, a protein in your blood that carries oxygen","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Diagnosis of hemolytic anemia', 'super_section': None}"
117,"Hemoglobin, a protein in your blood that carries oxygen
Peripheral blood smearto look at blood cells under a microscope
Reticulocyte countto measure the number of young red blood cells in your child’s body. A high reticulocyte count means the bone marrow has to make more cells to replace damaged ones.
Bilirubin testto measure bilirubin levels. Bilirubin is a substance made by the liver when red blood cells are broken down.
Direct antiglobulin test (Coombs test)to see if the body is making antibodies against red blood cells
Haptoglobin testto measure haptoglobin, a protein that gets rid of substances made by damaged red blood cells. Your child will have low levels if their body is using haptoglobin for this purpose.
Urine teststo check for hemoglobin and iron in urine (pee)","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Diagnosis of hemolytic anemia', 'super_section': None}"
118,"Urine teststo check for hemoglobin and iron in urine (pee)
Your care provider may order more tests to determine the type of anemia and its cause.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Diagnosis of hemolytic anemia', 'super_section': None}"
119,"The right treatment for your child depends on the cause and severity of hemolytic anemia and your child’s medical needs. If the condition is not severe, your child may not need treatment and instead be closely monitored through regular blood tests. If anemia is linked to another condition, it is important to identify and treat the underlying cause.
Treatments to manage or treat hemolytic anemia include:
Blood transfusionsto replace red blood cells
Medicines to help your child’s body make more red blood cells or to keep the immune system from attacking stem cells
Surgery to remove the spleen (splenectomy). A splenectomy can reduce the number of red blood cells that are removed from the body.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Treatment of hemolytic anemia', 'super_section': None}"
120,"Surgery to remove the gall bladder. Some children with hemolytic anemia developgallstones. They might need their gallbladder removed by surgery if the stones cause abdominal pain or other symptoms.
Astem cell (bone marrow) transplantto replace damaged blood-forming stem cells with healthy stem cells from a donor. A transplant is very rarely used for hemolytic anemia.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Treatment of hemolytic anemia', 'super_section': None}"
121,"The prognosis for hemolytic anemia depends on the type of anemia and its cause. Most children with hemolytic anemia do well. Severe hemolytic anemia that is not treated or managed can cause irregular heart rhythms, an enlarged heart (heart that is larger than normal), and heart failure.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Prognosis for hemolytic anemia', 'super_section': None}"
122,"Contact your child’s care team if your child:
Looks pale
Has increased yellowing of the skin
Has dark urine
Is more tired than usual
Talk to your care team about any questions or concerns you may have.","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'When to call your care team', 'super_section': None}"
123,"What is the cause of my child’s anemia?
What are my child’s treatment options?
How will hemolytic anemia affect my child’s daily life?
What symptoms do I need to watch for and report immediately?
What is the long-term outlook for my child?
What follow-up appointments and medical care will my child need?","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Questions to ask your care team', 'super_section': None}"
124,"Hemolytic anemia is a condition in which red blood cells are destroyed. This causes lower numbers of healthy red blood cells (anemia).
Symptoms include feeling weak or tired, dizziness, shortness of breath, fast heartbeat, pale skin, and enlarged spleen.
Hemolytic anemia may be inherited or caused by other health conditions or certain medications.
Hemolytic anemia may not require treatment. In some cases, it may require blood transfusions, medication, stem cell (bone marrow) transplant, or spleen removal.
Most children with hemolytic anemia do well, but good medical care is important to prevent serious health problems.
—Reviewed: October 2024","{'source_url': 'https://together.stjude.org/en-us/conditions/blood-disorders/hemolytic-anemia.html', 'retrieved_at': '2025-09-29T20:34:25.464497', 'title': 'Hemolytic Anemia - Together by St. Jude™', 'section': 'Key points about hemolytic anemia', 'super_section': None}"
